id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
33ab1e26-cc54-4787-bd5a-d467dd73b5e3,Théo Sampaio,1936-09-14,334.960.253-53,29831-811,Mendonça da Praia,AC,Brasil,M,31 4765 4224,33496025353@exemplo.com.br,2025-01-24
57526399-60af-478d-a4a5-f255907a5f7c,Rafael Pereira,1936-10-21,561.409.697-07,19587033,da Mota de Sampaio,MG,Brasil,M,0500-422-6944,56140969707@exemplo.com.br,2025-05-22
375f6f5c-38a7-4158-a379-1f3f2f299bdd,Matheus Freitas,2006-05-21,533.477.778-56,10351218,Correia do Galho,PE,Brasil,M,+55 61 6307-8781,53347777856@exemplo.com.br,2024-01-27
f5ca3c71-414f-4c40-b019-94c3565ee884,Liam Casa Grande,1971-08-08,663.688.486-89,72467-070,da Costa de da Paz,RO,Brasil,M,41 2324-4199,66368848689@exemplo.com.br,2025-01-01
7fef3476-87dd-4227-9ff7-2cf43ae14cbd,Maitê Pimenta,1976-06-07,247.797.595-45,13476291,Fogaça,PB,Brasil,F,84 0305 3351,24779759545@exemplo.com.br,2025-04-08
0282eb62-a703-4a85-bb05-3b22e7fb4f9e,Calebe Moura,1952-03-04,662.957.473-61,52746-232,da Cruz de Minas,RS,Brasil,M,0900 637 8330,66295747361@exemplo.com.br,2025-05-28
60182f98-db29-4233-9855-b12ea504550f,Nina Novaes,1983-04-09,888.304.505-40,18433151,Melo de Duarte,MG,Brasil,F,+55 (051) 5965 2819,88830450540@exemplo.com.br,2025-04-14
a3944514-96d7-4901-ad92-1a1ee84f1674,Dra. Bella Pereira,1958-01-27,230.786.895-98,33322-549,Teixeira,SC,Brasil,F,0300 150 8830,23078689598@exemplo.com.br,2025-05-26
91ced521-d62c-4a05-9a5d-94a55f9c7306,Anthony Gabriel Albuquerque,1959-04-25,498.749.237-00,59737-656,Machado de Minas,ES,Brasil,M,+55 71 8923-9047,49874923700@exemplo.com.br,2025-01-27
42ccbb22-fd17-4e97-88f1-a4c788000961,Brenda Porto,1942-08-30,830.230.529-48,02325194,Pastor das Flores,DF,Brasil,F,+55 71 8562 0086,83023052948@exemplo.com.br,2024-05-09
aee3eb4b-f6c5-46d3-b5b4-2519f3efdd5d,Valentina Campos,1970-04-01,175.733.180-16,65134622,Novaes,RJ,Brasil,F,11 9146-0185,17573318016@exemplo.com.br,2023-11-23
afd0ad43-5e8f-452a-a2bc-9715ab9dc4bd,Dra. Lunna Câmara,1955-03-20,887.460.604-05,76024581,Pereira,CE,Brasil,M,81 4446-7240,88746060405@exemplo.com.br,2025-09-11
f9a9341b-8c2d-456b-90fa-5160bae9a9c3,Ana Clara Mendonça,1955-01-28,440.951.030-31,20865-856,Pastor de Minas,MT,Brasil,M,11 4292-0200,44095103031@exemplo.com.br,2024-10-29
c30876f6-23d4-43c0-82f1-e23100fa2804,Srta. Eloá Azevedo,1971-05-01,940.770.133-39,86080925,Carvalho,RR,Brasil,M,+55 61 0690 0746,94077013339@exemplo.com.br,2025-07-31
7b421890-791e-45e4-9dcf-c7ffc4cb7644,Maria Julia Barbosa,1989-01-06,503.105.289-12,34326-737,Alves Grande,CE,Brasil,F,+55 51 2537 7143,50310528912@exemplo.com.br,2024-06-02
6c5f1656-6258-4657-8841-2fceeb07070f,Marina Gomes,1961-11-24,018.774.612-24,50775335,Pastor,AC,Brasil,F,41 0020-3866,01877461224@exemplo.com.br,2025-05-14
565977c9-eea0-4ac3-a6ef-81703995ed14,Dra. Laura Câmara,1979-08-03,773.592.562-05,07785-702,Barros,AP,Brasil,M,+55 (061) 0118 6430,77359256205@exemplo.com.br,2024-09-02
1ecd74a0-f399-4395-b36a-b090819525ec,Levi Aragão,1985-07-27,667.332.784-87,57146462,Teixeira,MS,Brasil,F,(041) 5961-6814,66733278487@exemplo.com.br,2024-04-19
ff6255fe-f41c-4099-aeb2-ae96b6a02d1f,Sr. Vitor Gabriel Azevedo,1944-03-02,775.877.429-45,95344-303,Moreira,RS,Brasil,M,+55 61 1134-8231,77587742945@exemplo.com.br,2025-09-28
99c6cec9-8d41-4a63-89e6-699fc330be0a,Vicente Cavalcante,1946-11-05,351.408.667-61,15848-353,Novais do Oeste,SE,Brasil,F,84 3002-1769,35140866761@exemplo.com.br,2024-02-29
491a62d0-01dd-477e-893a-97b314ebafba,José Pedro Camargo,1997-02-16,517.941.101-48,59961-101,Freitas,SE,Brasil,F,+55 (041) 0716-3514,51794110148@exemplo.com.br,2025-10-13
81ec7094-54b6-43d7-a5ba-d3ec35f7a151,Eloá Leão,1990-03-06,674.488.338-77,21180-850,Caldeira,PA,Brasil,M,+55 (061) 4155 1456,67448833877@exemplo.com.br,2023-12-26
a70d76d1-cd1b-4fd6-bc8e-9579af41224a,Valentim Marques,1991-12-07,386.106.802-51,19403140,Farias,PA,Brasil,M,81 8883 0896,38610680251@exemplo.com.br,2024-10-30
5cfb1c25-440e-4afc-a695-e4819508e0c7,Anna Liz da Mota,2003-06-20,311.294.225-72,51128028,Costela das Flores,MS,Brasil,M,(084) 6236-8588,31129422572@exemplo.com.br,2025-03-09
d308533f-f531-4633-88aa-8b00f38fbf46,Nicole Oliveira,1973-01-16,241.302.966-08,07733-493,Silveira Alegre,AP,Brasil,F,(081) 1935 3510,24130296608@exemplo.com.br,2024-03-18
dec4811f-112d-4b77-aca8-06d663d83255,Lívia da Paz,1947-06-04,933.766.264-40,97899511,Vargas,SE,Brasil,M,(081) 2315 3102,93376626440@exemplo.com.br,2025-01-07
22ec1913-9633-437a-b2e9-d0c57dc633f4,Maria Julia Sales,1996-03-09,847.071.544-38,29047089,da Conceição,MT,Brasil,F,+55 (011) 6215-2269,84707154438@exemplo.com.br,2024-10-06
9d1de823-9969-4018-a841-876d96ba15ae,Gustavo Silveira,1939-05-19,012.922.312-18,98514376,Fernandes dos Dourados,MA,Brasil,F,0500 496 2056,01292231218@exemplo.com.br,2025-10-25
218a50a4-6bc0-4b66-a0c1-3f40da0387d3,João Felipe da Luz,1976-08-05,754.645.594-56,30721-455,Barros do Sul,GO,Brasil,F,(021) 7245-7751,75464559456@exemplo.com.br,2024-07-28
e2160d6e-de3a-4d73-be4b-68380fa51e97,Benjamin Nogueira,1989-11-30,773.080.202-49,60928-849,Moreira,PI,Brasil,M,(061) 3148-5365,77308020249@exemplo.com.br,2025-06-19
c2d1b684-a13f-4f75-925d-907b913ce5b7,Kamilly Porto,1936-07-28,472.075.495-29,60470279,Fernandes de Goiás,MT,Brasil,F,81 2256 6649,47207549529@exemplo.com.br,2024-12-02
fb81a4c9-e58f-434e-8e62-acbd00750968,Clarice Siqueira,1971-10-23,330.827.767-88,77634058,Rocha,SP,Brasil,M,(021) 7389 8123,33082776788@exemplo.com.br,2024-05-26
793a7c12-b8d3-4131-87b3-f9dc66e8eeff,Matteo Nunes,1992-11-02,624.025.838-55,51129-769,Correia,PA,Brasil,F,0500-963-9366,62402583855@exemplo.com.br,2024-06-22
2b71ad94-092d-4f01-a9a8-eb68d22d0316,Rhavi Machado,2003-05-31,409.163.617-12,99541529,Nunes de Duarte,MG,Brasil,F,+55 41 6087 5831,40916361712@exemplo.com.br,2023-12-25
c363ae20-02d2-4c60-acdb-2058af97fd86,Enzo Câmara,1972-09-21,886.499.358-56,60241734,Pereira,AL,Brasil,M,+55 (051) 6853-1056,88649935856@exemplo.com.br,2024-03-03
15772fb4-27e7-46c0-be09-a2b3201c0741,Dra. Luara da Cunha,1974-08-25,931.102.862-01,05916-668,Alves da Serra,CE,Brasil,F,84 3404-3471,93110286201@exemplo.com.br,2024-07-27
97e69a90-8d3c-4d26-a775-7931cf2e3f16,Isabella Correia,1956-10-04,602.383.955-31,36215715,Vieira,GO,Brasil,F,+55 (071) 7070-7118,60238395531@exemplo.com.br,2024-02-01
86985ec8-00ea-415f-b75a-26fa095b5268,Ísis da Paz,1990-06-16,795.671.123-13,07488-682,Cavalcante das Flores,RR,Brasil,M,(084) 1493 7138,79567112313@exemplo.com.br,2025-06-16
abfaf62d-0d4d-4a61-8966-11148c2f21bb,Bianca Monteiro,1949-01-07,660.477.498-05,91257-837,da Mata Alegre,MS,Brasil,F,(081) 8577-4979,66047749805@exemplo.com.br,2024-11-04
3384263a-40bb-4803-a0ae-8fac0d461fb9,Julia Alves,1980-09-17,701.694.786-32,59326-275,Rodrigues,MT,Brasil,F,21 1660-6714,70169478632@exemplo.com.br,2025-10-25
76c37eb8-7c86-4346-a699-58f33feb041f,Laura Duarte,2005-08-18,153.190.651-46,04596959,Ferreira,AL,Brasil,M,81 3457-8877,15319065146@exemplo.com.br,2024-11-10
241788d8-e616-41c3-bd40-2cbad981c035,Rael Cavalcanti,1967-09-11,981.563.777-70,90903142,Costa,AP,Brasil,F,+55 31 4551 8920,98156377770@exemplo.com.br,2024-05-24
0e32197e-37e5-4f77-99e6-7f486a2292d3,Marcos Vinicius Siqueira,1935-03-08,907.527.936-84,19214111,Melo do Amparo,MT,Brasil,F,+55 (051) 7771 0420,90752793684@exemplo.com.br,2024-08-10
f9bcb239-dba3-4c08-a606-34aea5bb4ff6,Aurora Machado,1990-07-24,380.764.570-15,52130-084,Fonseca,PR,Brasil,M,0900 786 8503,38076457015@exemplo.com.br,2024-08-26
37416e69-f983-49b5-8bf2-19cd61b7df35,Maria Silva,1946-04-25,708.935.813-83,95839-337,Melo,AC,Brasil,F,+55 (081) 2576 4042,70893581383@exemplo.com.br,2024-11-21
77266cf0-6d19-434e-a51b-ec29f7f39f8b,Luiz Miguel Vieira,1944-08-11,568.478.887-17,68692759,da Mata de Ribeiro,SE,Brasil,M,31 7436 0292,56847888717@exemplo.com.br,2024-06-13
d748b0c1-cedf-4251-996b-156a0d218e76,Vinicius da Cruz,1991-10-06,404.062.997-61,12631848,Moraes das Flores,PB,Brasil,M,+55 (051) 7783-7437,40406299761@exemplo.com.br,2023-12-10
b0b53847-3101-4c5c-9bea-1b7283a8dcfb,Nicolas Porto,1970-11-12,118.134.215-16,60653360,Sousa dos Dourados,DF,Brasil,M,+55 (041) 6763-3367,11813421516@exemplo.com.br,2024-03-29
71f7c36e-a238-4a6d-8339-330e191875bb,João Pedro Marques,1980-04-14,912.756.523-10,35131716,Machado,RJ,Brasil,M,+55 21 4019 5419,91275652310@exemplo.com.br,2023-12-29
597cb2ca-25a3-4c34-a275-950763c6187a,Sr. José Pedro Moura,1943-10-15,379.839.739-87,43338-091,Freitas do Norte,RS,Brasil,F,(081) 1384-4094,37983973987@exemplo.com.br,2024-01-16
6393fa91-6d54-4468-800b-009927968fc3,Dr. José Correia,1974-10-16,394.540.492-31,22528271,Ferreira do Norte,PB,Brasil,F,11 6742-2643,39454049231@exemplo.com.br,2024-10-09
fdcab7a7-c4fc-4ebc-9836-88482be2ad98,Maria Sophia Pastor,2002-01-17,558.088.176-34,16650-713,da Rosa,AC,Brasil,M,+55 31 8609-0544,55808817634@exemplo.com.br,2025-01-13
ff0d1b1b-52c7-4c39-b0b4-e8d128496c28,Antony Souza,1993-11-02,911.615.891-54,71586-458,Carvalho dos Dourados,PR,Brasil,F,31 5434 6790,91161589154@exemplo.com.br,2025-01-03
4d045740-ca16-44ec-8246-08483ac28eb8,Matteo Guerra,2006-04-25,863.581.260-16,20669774,Farias Paulista,SP,Brasil,F,0500-163-1160,86358126016@exemplo.com.br,2025-03-24
fcb6488a-da06-414d-b29f-baab19c7d496,Dr. João Pedro Sousa,1991-01-22,307.563.480-94,58058-507,Cunha de Carvalho,SP,Brasil,F,+55 51 9319 8783,30756348094@exemplo.com.br,2023-11-15
9cd072d8-4891-45ea-82ab-7b096eee148d,Maria Cecília Costela,2004-03-17,930.103.606-33,32821152,Cavalcante de Novaes,SC,Brasil,F,(061) 1611 5178,93010360633@exemplo.com.br,2024-01-29
695cf3d3-584a-47ee-b39d-e5b1303e2b0a,Ayla Lima,2005-04-14,020.629.878-04,30233001,Fernandes de Teixeira,RR,Brasil,M,(081) 9285-2938,02062987804@exemplo.com.br,2024-06-19
b18808d8-7bb2-4f4f-b9c0-5c973eba5f12,Ravy Fonseca,1943-03-17,053.775.233-46,72567-055,Camargo,SC,Brasil,M,21 3733-4195,05377523346@exemplo.com.br,2025-04-04
4c9360c7-c0c2-4e26-945a-eea15814c501,Sofia Pires,1965-02-21,689.682.735-99,10550787,Silveira das Pedras,PR,Brasil,F,+55 11 6852-8649,68968273599@exemplo.com.br,2024-09-24
a1a992aa-5d7a-4530-acdc-4bc7151cdf43,Pedro Henrique Porto,1994-08-04,762.495.971-25,06445-329,Casa Grande do Galho,SP,Brasil,F,(031) 8882-7274,76249597125@exemplo.com.br,2024-07-15
5f9f697d-b8d6-49d6-8218-c67d5279588d,Samuel Melo,1939-04-05,260.683.566-16,68721-909,Novais Paulista,GO,Brasil,F,+55 (011) 5624 4095,26068356616@exemplo.com.br,2025-04-22
ddbcb704-fdcb-4f6b-baf5-9999bf3616c8,Dr. Vinicius Albuquerque,1959-05-17,937.677.420-20,14647566,Camargo do Campo,RN,Brasil,F,(011) 8589 2330,93767742020@exemplo.com.br,2025-04-07
5426c248-0935-4c07-97e7-0342eda92c2d,Isabelly da Mota,1952-08-04,512.897.351-70,26289293,Gonçalves de Goiás,SP,Brasil,F,+55 (061) 5440-3600,51289735170@exemplo.com.br,2025-02-03
441c90be-6b46-4514-b019-019014544028,João Gabriel Fernandes,1958-01-02,702.371.691-36,99653251,Cirino das Pedras,PI,Brasil,M,(021) 9024-5768,70237169136@exemplo.com.br,2025-10-06
65a36316-d9bf-4d9c-8412-4cc2b5774d52,João Felipe Azevedo,2006-12-03,041.328.247-42,78537-636,Albuquerque de Santos,AM,Brasil,M,+55 (061) 9828-0899,04132824742@exemplo.com.br,2025-02-03
1c59b604-6d1f-4354-b84d-90700812cbb0,Levi Alves,1963-12-21,702.110.051-81,20537591,Melo,RS,Brasil,F,0300 258 4780,70211005181@exemplo.com.br,2024-07-20
badf1787-8892-4feb-9f4f-11cf90c8e921,Rebeca da Mota,1993-12-20,498.847.414-75,40356-963,Mendes de Freitas,GO,Brasil,M,0300-506-9260,49884741475@exemplo.com.br,2025-02-15
5798746d-aac4-4f92-afd8-fad88f02a344,Raquel Rios,1961-09-28,226.433.327-60,39880071,Cavalcante,DF,Brasil,F,21 5667-0794,22643332760@exemplo.com.br,2025-05-21
a5881ca4-bb33-4b6a-a1e0-3a905f89291b,Yasmin Mendonça,1945-03-05,882.870.883-45,01495-297,da Mota,CE,Brasil,M,+55 (041) 9805 0761,88287088345@exemplo.com.br,2024-12-16
00d52a2f-fb4e-46a6-9f6d-1a7a15fc5bc5,Dr. Luiz Felipe Azevedo,1942-09-18,206.688.087-51,27409-385,Carvalho de Freitas,DF,Brasil,F,+55 84 3956 6189,20668808751@exemplo.com.br,2024-12-01
c2b25486-e88d-425c-b27f-e108b84ea015,Maria Luísa Almeida,1993-11-24,208.886.865-77,76950562,Cunha,RS,Brasil,M,+55 51 1087 5712,20888686577@exemplo.com.br,2025-01-12
04120577-32e5-45c2-be13-4fe6f344a530,José Pedro Mendonça,1981-06-29,803.925.230-05,92842-460,da Luz de da Rosa,PA,Brasil,M,0300-182-1320,80392523005@exemplo.com.br,2024-10-12
aab98383-bf9a-4213-bc3e-7712ed467593,Lavínia Camargo,1970-08-26,136.239.590-57,22384508,Pinto de Albuquerque,GO,Brasil,M,+55 21 9442-4560,13623959057@exemplo.com.br,2024-11-16
a500359e-60ca-4848-b0eb-fc4475f2f43e,Sophia Guerra,2003-04-08,987.930.507-18,66660-551,da Cunha Grande,PI,Brasil,M,(081) 0783 7281,98793050718@exemplo.com.br,2025-03-06
e431cd0b-de57-45ce-8a40-cef3cb8a2f24,Davi Machado,1968-04-04,876.967.220-96,91917514,Novais Alegre,MA,Brasil,F,+55 (011) 6861-2927,87696722096@exemplo.com.br,2025-07-26
178c23cb-94fe-49e8-9682-bcdc514ab912,Gabriel Fogaça,1981-07-19,684.924.951-71,39469160,da Luz,RO,Brasil,F,(081) 1519-1983,68492495171@exemplo.com.br,2025-05-12
72f7eb93-2185-4919-920f-af458827d58d,Eduarda Teixeira,1942-06-15,864.158.189-35,36726-165,Viana Alegre,SE,Brasil,F,+55 81 3324-0326,86415818935@exemplo.com.br,2024-10-11
d9a02950-1675-45a5-9569-aaafff86b9bf,Danilo Freitas,1990-07-03,746.577.415-02,10180-895,Gomes da Prata,MA,Brasil,M,0500-369-6130,74657741502@exemplo.com.br,2025-07-19
89636e88-2eda-4e23-bc82-f84af669621b,Isabel Azevedo,1976-10-31,441.374.357-79,93623894,Pimenta da Praia,CE,Brasil,M,(051) 5290 0071,44137435779@exemplo.com.br,2025-07-04
73a43b3f-7246-4d16-bedf-3bb6755a3261,Luara Moreira,1952-11-28,552.081.489-87,75375-066,Martins de da Mata,RO,Brasil,F,21 7661 9815,55208148987@exemplo.com.br,2024-04-10
34fb0e8a-a39f-4373-be2c-54a229fcaa31,Sr. Thales Sales,1953-03-20,864.427.977-40,53090842,Souza,RJ,Brasil,M,+55 (051) 0422-3133,86442797740@exemplo.com.br,2025-02-02
10fd331f-0067-43a2-932f-91d419c9390c,Ana Lima,1954-11-10,446.061.780-18,22268284,Sampaio do Sul,PA,Brasil,M,+55 (011) 6646-1060,44606178018@exemplo.com.br,2024-06-27
f3088ae9-977f-4299-a40f-b210b7eb9a7c,Luiz Henrique das Neves,1937-10-26,302.528.622-58,58012-802,Alves de Rezende,RJ,Brasil,M,+55 11 9552-5834,30252862258@exemplo.com.br,2024-10-10
7d6eba09-872e-4428-9ad5-8ca0bf270054,Yuri Pires,1988-11-10,005.741.879-14,30587-575,Fonseca,MS,Brasil,F,0500 151 5064,00574187914@exemplo.com.br,2025-05-12
7d3a5a6b-f63f-40b1-a850-f71c8d7cc910,Bárbara Lima,1954-09-04,945.683.332-54,29284-859,Aragão,PE,Brasil,F,84 5473-9339,94568333254@exemplo.com.br,2024-05-08
f2899f06-cd7a-4bb2-88a8-8790b2e2bde5,Ana Sophia Novais,1944-12-31,468.342.683-57,81594-173,das Neves de Minas,CE,Brasil,F,41 5680-3843,46834268357@exemplo.com.br,2025-02-01
e1485365-effe-4c80-b250-37c096883b12,Dr. José Miguel Pires,1989-01-06,988.196.787-02,98875900,Lima de Aragão,CE,Brasil,M,+55 (041) 6538-3699,98819678702@exemplo.com.br,2025-11-07
6541de34-e74c-4c59-a67e-61d3eae2a3a1,Antony Lopes,1978-04-03,144.294.691-90,56578-826,Rios do Oeste,PA,Brasil,M,84 7750 7225,14429469190@exemplo.com.br,2024-04-21
0c4088c4-7564-4fd0-92c4-7df9d0c093ba,Kevin Martins,1957-11-24,822.575.863-75,78298347,Gonçalves de Minas,MT,Brasil,F,(041) 3910-1945,82257586375@exemplo.com.br,2024-06-07
94f7cb54-4358-4dbd-befb-8228f2b47673,João Mendes,1970-02-23,964.799.180-20,92998587,da Luz,RO,Brasil,F,+55 71 9685-7023,96479918020@exemplo.com.br,2024-10-18
8b760034-cfee-4411-8803-e2c7d97315b1,Rebeca Sousa,1978-12-06,715.966.583-54,88227193,Ribeiro,TO,Brasil,M,+55 (051) 6629-5170,71596658354@exemplo.com.br,2023-11-09
6a00b321-e118-4dd9-9ca1-d51bebabd530,Liz Cassiano,1961-02-05,065.821.985-64,66312281,Machado de Borges,PE,Brasil,M,+55 (011) 8454 6943,06582198564@exemplo.com.br,2024-07-16
ea58f73b-dc4e-479d-bb49-1b764020a63e,Pedro Montenegro,1938-02-05,957.526.962-67,46628-537,Sá,MS,Brasil,M,11 5339 7925,95752696267@exemplo.com.br,2025-07-21
f54526f5-f22e-40ea-afc2-b4b695a4a2fc,Erick Sá,1988-10-15,037.552.335-11,06307130,Barbosa,AC,Brasil,M,31 7716-1219,03755233511@exemplo.com.br,2023-12-20
cdebc2d2-b05b-4a13-ba92-11129497a6f8,Stella Oliveira,1951-03-17,569.123.842-94,24110-329,Siqueira de Duarte,MS,Brasil,M,+55 (071) 1480 3799,56912384294@exemplo.com.br,2024-03-13
c24588cb-c7da-4c1c-8a3f-34201d5fda3e,Isabel Souza,1945-02-11,781.414.100-32,68197306,das Neves,ES,Brasil,M,84 6385-5503,78141410032@exemplo.com.br,2025-02-17
29dc9a14-7118-4f80-8fc5-0425c46b7c7c,Arthur Gabriel Fogaça,2005-10-24,733.377.692-70,69963-335,Cirino,AM,Brasil,F,31 8950-7520,73337769270@exemplo.com.br,2025-08-01
1ca90e72-013c-4889-bb35-2d4515c8f65e,Srta. Luiza Almeida,1935-11-09,665.118.382-15,76184-789,Sales,RN,Brasil,M,+55 21 9689-5943,66511838215@exemplo.com.br,2024-06-01
4be3fc61-da25-4710-9de9-dc0ddc3f89fc,Hellena Mendes,1983-12-30,763.863.832-78,08848-726,Borges,RN,Brasil,M,+55 (021) 8962-4373,76386383278@exemplo.com.br,2025-04-30
3ed91cd5-67ef-4242-9268-c36ab6b6b6f8,Enzo Montenegro,1969-11-22,119.126.754-45,68534-448,Viana,AM,Brasil,M,+55 (031) 4945-1766,11912675445@exemplo.com.br,2024-12-08
93168d10-63e8-46c0-9556-a0aa09772832,Benício Araújo,1981-02-09,065.912.170-94,86161-976,Pires de Goiás,DF,Brasil,F,+55 51 8859 4053,06591217094@exemplo.com.br,2024-03-20
3f96b0eb-3e73-432d-8109-38163a0b6153,Eloá Ferreira,1967-08-24,842.078.850-05,96499-522,Silva da Praia,SE,Brasil,M,0800-758-3344,84207885005@exemplo.com.br,2025-06-18
8804be64-bde4-44d3-986b-1c1dba685177,Maria Alice Costela,1990-12-23,863.214.987-90,08752-123,Moraes,MA,Brasil,F,+55 (061) 9750 5893,86321498790@exemplo.com.br,2023-11-09
1b5d863d-cacb-4c40-ab82-bb2184f68140,Cauã Caldeira,1935-11-08,025.597.417-05,63979-069,Abreu de Peixoto,SP,Brasil,F,71 3324-8920,02559741705@exemplo.com.br,2025-03-01
c9327ea6-18f0-4501-af5c-658c20d99fa6,Srta. Natália Vieira,1957-04-26,080.279.794-04,26631-857,Marques,AP,Brasil,M,21 1971-0067,08027979404@exemplo.com.br,2025-02-25
922f6c1c-e955-476f-aa37-3d943a90d17b,Lavínia Gonçalves,1948-05-07,279.973.267-79,71148-430,Montenegro de Correia,MT,Brasil,F,+55 (051) 2236 0778,27997326779@exemplo.com.br,2024-05-12
852e9371-a905-4c08-8c54-c0c0d1c3e0fd,Ester Machado,1942-12-17,404.736.528-78,73743857,Ramos de Almeida,RO,Brasil,F,21 3974 5407,40473652878@exemplo.com.br,2025-09-27
206eb89a-5e8e-4342-b695-14ff0c4df785,Ryan da Cruz,1964-02-09,004.296.243-22,08972795,da Paz,MG,Brasil,F,41 2143-5524,00429624322@exemplo.com.br,2024-09-12
e76412fb-6da0-48d5-abd5-480353ca722f,Srta. Mirella Câmara,1971-12-23,785.726.934-79,44331-184,Novais de Goiás,MG,Brasil,M,0300-274-4088,78572693479@exemplo.com.br,2024-06-30
b589a192-e75d-4617-a27e-76da81731d78,Maria Flor Rodrigues,1939-05-17,802.730.585-50,45806921,da Cruz,ES,Brasil,F,+55 81 8181-2669,80273058550@exemplo.com.br,2024-05-20
1fef8747-767f-4bf1-8616-4294b8cd7010,Isis Novais,1977-12-22,529.909.565-49,30404795,Caldeira do Sul,ES,Brasil,M,(061) 8845-1729,52990956549@exemplo.com.br,2025-04-26
84d93cb8-c0d2-4dd9-a9f8-7aab86406801,Ana Lívia Barbosa,1986-05-09,549.682.055-06,22142993,Casa Grande das Pedras,SC,Brasil,M,31 5495-7107,54968205506@exemplo.com.br,2024-06-28
411027d0-03bd-46f4-ba51-89a271d25077,Yuri Nogueira,1967-12-15,840.599.095-28,81178-368,Almeida dos Dourados,SP,Brasil,M,0800 919 7849,84059909528@exemplo.com.br,2024-05-04
